1.444,13,公牛 還 站 著 淌 血 卻 不懈,牛 沒有 倒下 渾身 是 血 卻 持續 攻擊
0.8,8,加斯 頓 沒 時間 了 他 在 馬背上 嘗試 過,加斯 頓快 沒 時間 了 他 剛剛 騎 在 馬上
1.143,8,現在 他 必須 在 地上 結束 它,現在 必須 設法 獨力 結束 這場 比賽
1.143,8,遲鈍 代表 慢 他 慢 嗎 不,智障 代表 遲緩 他 遲緩 嗎 沒有
1.25,5,他慢 嗎 不,他 遲緩 嗎 沒有
1.25,5,他慢 嗎 不,他 遲緩 嗎 沒有
1.143,8,遲鈍 代表 慢 他 慢 嗎 不,智障 代表 遲緩 他 遲緩 嗎 沒有
0.0,0,錄音 播放,錄音 播放
1.143,8,遲鈍 代表 慢 他 慢 嗎 不,智障 代表 遲緩 他 遲緩 嗎 沒有
1.5,3,慢慢 慢,遲緩
0.667,2,他 慢慢 嗎,他 遲緩 嗎
1.5,6,不 不 他慢 嗎,沒有 他 遲緩 嗎
1.667,5,惡魔 車手,閃 靈車 手
1.4,7,他慢 嗎 不 不,他 遲緩 嗎 沒有 沒有
1.25,10,好孩子 兼 惡魔 車手 他慢 嗎,技術 一流 的 年輕 車手 他 遲緩 嗎
1.0,3,他慢 嗎,他 遲緩 嗎
1.444,13,城市 太忙 了 卡丁車 的 莫扎特,快 不 起來 的 繁忙 城市 尬 車界 莫札特
0.0,0,媽,媽
1.333,12,亞特蘭大 憲法 日報 城中 的 劫案 有關 連 嗎,市中心 的 搶案 互 有 關聯 嗎
0.333,2,你 知道 我 真的 不想 幫忙,你 知道 我 真的 不想 克制
0.5,1,寶貝,寶貝 寶貝
0.5,1,寶貝,寶貝 寶貝
1.0,4,每當 太陽 不 閃耀,只要 陽光 不 閃耀
0.5,1,寶貝,寶貝 寶貝
0.8,4,今天 早上 你 想點 什麼,今天 早上 想 吃 什麼
1.444,13,如果 你 需要 一些 時間 沒關係 我 很 得空,慢慢 想 我 可以 等 你
0.2,1,哇 你 在 錄音 嗎,你 在 錄音 嗎
1.5,12,為 保證質量 我 是不是 被 監督,你 在 監控 我 的 服務 品質 嗎
0.667,2,不 我 不是,不是
1.0,3,你好 你好 測試,喂 測試
1.0,6,先生 今天 早上 你 想點 什麼,今天 早上 想 吃 什麼 先生
1.0,3,只 提供 兒童,兒童 專用
0.714,5,你 知道 那 是 兒童 套餐 吧,你 知道 這是 兒童 菜單 吧
1.5,3,是 的,對
1.5,6,我 明白 還 早,我 瞭 時間 還早
1.429,10,你 是 剛 開始 還是 結束 一天,你剛 起床 還是 剛 下班
1.636,18,我 不 懂 是否 有 結束 我 隨傳隨到 你 知道 嗎,我 幾乎 沒有 下班時間 接到 通知 就 得 上工
0.0,0,你 做 什麼 的,你 做 什麼 的
1.0,7,我 是 開車 的 哦 司機 嗎,我 是 司機 私人 司機 喔
1.333,12,你 開 車載 送 重要 人物 我 猜 是,專門 接送 重要 人物 可以 這麼 說
0.333,2,有 誰 我 認識 的 嗎,有 我 認識 的 人 嗎
0.333,1,我 希望 沒有,希望 沒有
2.0,6,你 真 神秘,這麼 神祕 喔
1.5,3,可能,也許 吧
2.0,2,可能,也許
1.2,12,那麼 最後 一次 是 為了 樂趣 而 開車 是 幾時,最近 開車 兜風 是 什麼 時候
0.0,0,昨天,昨天
1.2,6,哦 那 我 很 妒忌,我 好 嫉妒
1.364,15,有時候 我 只 想 開車 去 西部 的 二十 號 公路,有時 我 好 想開 著 買不起 的 名車
1.571,11,開 一輛 我 負擔 不起 的 車,上號 公路 隨興 兜兜風
0.286,2,只有 我 我 的 音樂 和 公路,只有 我 我 的 音樂 和 道路
1.0,5,我 也 喜歡 這樣,我 也 很 想 那樣
1.143,8,那 你 決定 了 要點 什麼 嗎,決 定點 什麼 了 嗎
1.333,4,你 很 美麗,妳是 如此 美麗
1.4,7,你 剛 確定 了,你 剛剛 才 想到 喔
1.5,6,噢 謝謝 你 了,謝 啦
1.286,9,我 很 肯定 你 不是 這個 意思,你 一定 隨便說說 而已
1.0,5,我 真的 是 這個 意思,我 是 認真 的
1.333,4,“ 喬納森 ”,強納森
0.6,6,對不起 這 不是 我 的 徽章 我 新 上班 所以,抱歉 這 不是 我 的 名牌 我 剛來 上班 所以
1.5,6,成為 “ 喬納森 ”,先叫 強納森
1.333,8,是 的 成為 “ 喬納森 ”,對 強納森
1.0,10,如果 你 有 更 多 問題 就 叫 我 吧,還有 問題 的話 再 叫 我
0.5,1,寶貝,寶貝 寶貝
0.25,1,我 有 一個 問題,我 有 問題
1.5,9,你 唱的歌 叫 什麼 名字,妳 唱 的 是 什麼 歌
1.667,5,凱拉 托馬斯,寶貝 卡拉 湯瑪斯
1.0,2,我 認同,我 贊同
0.333,1,這 首歌 嗎,這 首歌
2.0,4,那 女孩,這個 女生
1.0,11,噢 找到 你 了 我 一直 在 打 給 你 寶貝,你 在 喔 我 打 了 好久 寶貝
0.25,1,是 嗎 是 的,是 嗎 是
1.667,15,我 的 母雞 剛下 了 一粒 很大 的 蛋,我剛 得知 有 機會 大 撈一票
1.333,8,你 加入 嗎 我 加入 嗎,算 你 一份 算 我 一份
1.6,8,這 只是 修辭 問題 寶貝,你 不用 真的 回答 寶貝
1.333,4,你 加入 了,算 你 一份
0.0,0,我會 到,我會 到
1.0,5,見見 你 的 新 隊友,過來 見見 新 成員
0.889,8,這位 是 無 鼻子 艾迪 前稱 大 鼻 艾迪,這位 是 無 鼻 艾迪 他 本來 有 鼻子
1.75,7,為什麼 發生 什麼 事,怎麼 搞 的
1.143,8,別問 這 是 無 鼻 第一 禁忌,別問 這 問題 千萬別 再問
1.2,12,這位 是 他 安排 “ 亞洲 人 ” 入室 搶劫,這位 是 傑弟 擅長 私闖 民宅
0.4,2,這位 是 獨一無二 的 蝙蝠,那位 是 獨一無二 的 蝙蝠
1.0,9,博士 不必 介紹 了 所有人 都 認識 蝙蝠,博士 不用 介紹 了 蝙蝠 在 江湖 上 無人不知
1.0,14,這 是 你 的 人 嗎 他 就是 你 說 的 時常 聽歌 那個,就是 他 你 說 一直 聽 音樂 那個
1.333,8,司機 應該 是 我們 的 耳目,車手 應該 眼觀四面 耳聽八方
1.25,5,不 只是 眼睛 而已,不能 光靠 眼睛
1.1,11,博士 為何 他 一直 聽歌 他 有 精神 問題 嗎,他 幹嘛 一直 聽 音樂 心理 有 毛病 嗎
1.4,21,不 我 才 是 這 隊伍 有 精神 問題 的 人 位置 已 被 占用,不對 心理 有 毛病 的 是 我 先 搶先 贏
0.0,0,他 有 耳鳴,他 有 耳鳴
1.5,3,耳 什麼,耳三小
1.0,7,他 小時候 發生意外 耳朵 還 聽到 嗡嗡聲,小時候 發生意外 會 一直 聽到 隆隆聲
1.4,7,聽歌 來 消減 它,要 靠 音樂 蓋過 它
1.286,9,是 的 但是 你 感覺 到 我,對 但 你 懂 我 意思
0.667,2,“ 帽子 ”,帽子
0.286,2,你 的 刺青 是 “ 帽子 ”,你 的 刺青 是 帽子
0.714,5,是 的 以前 是 “ 恨 ”,對 以前 是 恨
1.333,12,但是 為了 獲得 工作 我 拿走 了 “ ”,為 了 找 工作 我 把 除掉
1.0,3,有效 嗎,你 還好 嗎
0.0,0,誰 不 喜歡 帽子,誰 不 喜歡 帽子
0.875,7,博士 你 跟 這 孩子 合作 了 多少次,博士 你 跟 這 小子 幹過 幾票
1.111,10,如果 你 不 相信 我 就 回去 電梯 里,如果 信不過 我 可以 搭 電梯 走人
1.5,6,你 沒聽說過 精神 嗎,沒聽 過號 鬼魂 嗎
1.8,9,兜風 人 嗎 是 的,那個 劫車 大盜 對
1.5,12,引誘 警察 在 公路 上以 時速 英里 開車,警察 在號 公路 上 急速 狂飆 追捕 他
1.4,7,關掉 車頭燈 切斷 剎車燈,他 關掉 頭燈 和 煞車燈
1.5,12,他令 他們 在 複雜 的 道路交通 交匯處 兜圈,害 警察 在 交流 道 轉圈圈
1.455,16,每 一次 都 成功 甩掉 他們 那 就是 我們 的 孩子,每次 都 把 他們 甩 在 後頭 那傢伙 就是 這個 小子
0.286,2,那 不是 十年 前 的 事 嗎,那 不是 十年 前 嗎
1.5,12,正如 我 所說 那 是 我們 的 孩子,我 說 了 就是 這 小子
1.0,9,他 在 高過 儀錶板 後 就 開始 偷車,從 他 看 得到 路面 就 開始 偷車 了
0.733,11,他 偷 了 我 的 賓馳 裡面 有 很多 貨 我 也 看著 他 乾,他 偷 了 我 的 賓士 上面 有 很多 貨 我還 親眼看到 他 動手
0.917,11,我 卻 沒 阻止 他 因為 我 被 他 的 勇氣 震驚,我 沒 阻止 他 因為 這 小子 太狂 了
1.188,19,因為 他 不 懂 我 是 誰 或 他 丟棄 行李箱 里 的 貨 的 價值,當然 他 不 知道 我 是 誰 也 不 知道 車上 的 東西 多 值錢
1.333,16,但是 我 找到 他時 我 確定 我 告訴 他 我 是 誰,追到 他 之後 我 跟 他 表明 身分
0.8,8,我 的 能力 和 他 欠 我 多少,告訴 他 我 的 能耐 還有 他 欠 我 多少錢
1.077,14,從 他 開始 還 錢 他 也 讓 我 見識 他 的 能力,他 開始 還錢 之後 我 也 見識 到 他 的 尬 車 功力
1.0,13,哇 我們 說話 的 同時 我用 粉筆畫 了 整幅 地圖,哇 我們 杵 在 這裡 閒扯 我 也 用 粉筆畫 了 張 地圖
1.333,4,很 驚人 吧,有 兩把刷子 吧
1.111,10,我們 來 談談 工作 吧 寶貝 你 在 嗎,我們 來 討論 正事 寶貝 看 過來
1.333,4,周邊 銀行 寶貝,環周 信託 銀行
1.167,7,高速公路 武裝 卡車 早上 十點 正,公路 裝甲 運鈔車 早上 十點
1.667,10,必須 在 早上 八點半 準備 好,早 上點 半前 準備就緒
0.0,0,有 問題 嗎,有 問題 嗎
0.2,1,我 有 一個 問題 博士,我 有 問題 博士
1.364,15,為何 我要 相信 “ 耳機 ” 聽到 你 說 的話,我 不 相信 他 戴 耳機 有 在 聽 你 說話
0.6,6,你 說完 整個 計劃 他 根本 沒 聽,你 說明 了 整個 計畫 他 根本 沒 在 聽
0.0,0,寶貝,寶貝
1.25,15,目標 是 在 鄧伍 迪 的 銀行 的 武裝 卡車 十點 正,目標 環周 信託 的 武裝 保全 車 早上 點整
1.5,15,我們 擁有 詳細 的 路線 因為 內部 有個 吸毒者,我們 得知 保全 車 路線 全靠 調度 場的 毒蟲 幫忙
1.167,7,銀行 就 在 布福德 大道 旁,銀行 在 布佛 公路 附近
0.455,5,所以 我們 應該 能 在 六十 秒 內 逃 上 大道,我們 應該 能 在 秒 內 上 公路
1.375,11,我們 也 有 一隊 引開 註意 的 人,我們 還有 一支 配合 小組
1.091,12,他們 將 在 遠處 炸 一輛 麵包車 引開 警察,他們 會 在 遠處 炸掉 一輛 小 貨車 讓 警方 疲於奔命
1.333,8,著裝 是 邁克 邁爾斯 萬聖節 面具,大家 要 戴 麥可 邁爾斯 面具
1.3,13,但是 不要 在 同一 地點 買 面具 這會 令人 起疑,但 不要 同時 去 買 以免 讓 人 起疑
1.182,13,替換 車 已 準備 好 但是 你 要 我 偷,接應 車已 準備 好 但 你們 要 我 到 機場 停車場
1.857,13,國際機場 里 長期 泊車 的 車輛,偷 一輛車 車主 才 不會 立刻 報警
1.556,14,偷 一輛 家庭式 車輛 以 融入 早上 的 交通,挑輛 一般 的 通勤車 才能 混進 早上 的 車陣
1.4,14,一輛 重型 的 萬一 我們 要 撞開 警車,車子 要 夠重 說不定 我們 得 把 警車 撞出 路面
1.0,5,越野車 四驅車 之類 的,休旅車 或 小貨卡 之類 的
1.667,10,必須 在 早上 八點半 準備 好,早 上點 半前 準備就緒
0.0,0,有 問題 嗎,有 問題 嗎
1.667,5,你 真 可愛,背得 滾瓜爛熟
0.0,0,這 就是 我 的 寶貝,這 就是 我 的 寶貝
2.0,6,安全 武裝 運輸,環周 信託 銀行
0.833,5,裡面 的 東西 是 我們 的,裡面 的 鈔票 屬於 我們
0.75,3,它 屬於 我們 的,是 我們 的
0.625,5,他們 拿 我們 的 錢 我們 的 血汗錢,他們 奪走 我們 的 血汗錢
1.077,14,他們 趁 我們 昨晚 睡著 時 進來 拿 了 椅子 上 的 褲子,趁 我們 睡覺時 溜進 家門 偷走 褲子
0.75,3,掏空 我們 的 錢包,掏空 我們 皮夾
0.857,6,他們 拿 了 屬於 我們 的 東西,他們 搶走了 我們 的 財物
1.0,6,我們 去 拿 回,我們 去 把 我們 的 東西
1.5,6,屬於 我們 的 東西,拿 回來
1.333,4,帥帥帥 詛咒 樂隊,妙妙妙 詛咒 合唱團
1.2,6,這是 什麼 面具 奧斯汀 鮑爾斯,這 什麼 面具 王牌 大賤諜
0.5,2,博士 說 邁克 邁爾斯,博士 說 麥可 邁爾斯
0.8,8,這是 邁克 邁爾斯 它 應該 是 萬聖節 面具,這是 麥克 邁爾斯 啊 應該 是 月光光 心慌慌 的 面具
0.444,4,這是 萬聖節 面具 不 萬聖節 的 殺手,這是 萬聖節 面具 啊 不 月光光 心慌慌 的 殺手
1.167,7,哦 你 是 說 傑森,你 說號 星期五 的 傑森 啊
0.5,2,不 不是 天 啊,不是 天 啊 靠
1.5,12,我們 走 吧 等一等 我要 重播 這 首歌,出發 等等 我 再 重播 一次
2.0,2,什麼,幹嘛
1.333,4,好 去 吧,出發
1.4,7,好 了 我們 走快 走,我們 出來 了 出發
0.6,3,快 走 我 拿到 這個,快 走 我 可以
1.25,5,快 走 吧,快 啊 快 閃
1.571,11,勇敢 些 這 是 艱難 的 工作,別 剉 這 一行 不好 幹
1.0,5,走快 走 很 好 寶貝,快 走 耶 寶貝
0.0,0,小心,小心
1.167,7,有人 逞英雄 走,捍衛 戰警 來 了 快 走
1.333,4,可惡 幹掉 他,媽的 撞死 他
1.143,8,做 你 的 工作 寶貝 走 吧,動作 快 寶貝 快 走
0.5,1,小心 小心,小心
1.5,3,好,帥 啊
1.0,4,這才 像 話 寶貝,算你狠 寶貝
0.0,0,快點,快點
1.25,5,娃娃兵,追個 屁 啊 阿兵哥
0.5,2,他 不 放棄 嗎,他 死 不 放棄
2.0,6,來 吧 娃娃兵,過來 啊 阿兵哥
1.0,5,糟 了 不 不 不,靠 不
1.75,7,現在 打死 你,過來 領 便當 吧
1.714,12,我 瞄準 了 那 軍人,媽的 本來 能 幹掉 那個 阿兵哥 的
1.5,6,換 新車 走 吧,換車 快
1.6,8,大伙 們 快點 走 吧,大家 動作 快
0.5,1,快 走,快
0.8,4,親愛 的 我 的 寶貝,親愛 的 小可愛
0.6,3,下車 我 有 個 孩子,下車 我 有 小孩子
0.833,5,我 也 有 一個 快 下車,我 也 有給 我 下車
1.5,3,快上車,快點 進去
1.0,2,快 來,快 走
2.0,2,沒事,乖乖
1.0,2,快 過來,快給我 過來
1.0,4,寶貝 你 做 什麼,可惡 寶貝 你 幹嘛
1.0,4,把 寶寶 留在 車裡,把 嬰兒 留在 車上
1.0,4,給 我 馬上 過來,馬上 給我 滾 過來
0.5,3,快點 我們 走 吧 我來 了,快點 我來 了
0.5,1,走,快 走
1.0,2,走 吧,快 走
1.5,3,糟 了,靠
1.5,3,不,不媽 的
1.167,7,我漏 了 我 的 槍,我 的 散彈槍 掉 在 後面
1.0,7,什麼 我漏 了 我 的 槍,什麼 我 的 散彈槍 掉 在 後面
1.833,11,這 不好 這 很 不好,遜斃 了 傑弟 遜 到 破表
1.5,3,警察 警察,條子
1.0,3,糟 了 蹲下,靠 蹲下
1.5,3,蹲下 蹲下,低頭
1.667,10,所有 部隊 留意 紅色 奧拉 轎車,全體 注意 一輛 紅色 釷 星
1.0,5,你 看到 那邊 的 嗎,看到 傑弟 了 嗎
1.333,4,是 個 白痴,他 是 豬頭
1.0,7,但 你 是 個 聰明 的 孩子,不過 你 很 聰明
0.857,6,所以 我 有 一個 問題 問 你,所以 我問 你
0.875,7,是 你 害 我 錯過 那 一槍 嗎,你 故意 害 我 失手 的 嗎
1.5,3,快 說,沒關係
0.0,0,你 可以 告訴 我,你 可以 告訴 我
2.0,2,不,不是
1.4,7,你 是 個 好 車手,你 駕駛 技術 一流
1.333,4,說謊 卻 很爛,卻 不會 說謊
1.333,8,在 這 一行 你 感情用事 那一刻,幹 這 一行 一旦 冒出 同情心
1.2,6,就是 你 中子彈 的 一刻,就是 吃 子彈 的 時候
0.375,3,現在 拿 你 的 錢包 去 買 咖啡,帶 你 的 錢包 去 買 咖啡
1.6,8,來得 正是 時候,也 該 回來 了 吧
0.6,3,哦 你 要 找 嗎,你 找 傑弟 嗎
1.667,5,國際 神秘 人,王牌 大賤諜
0.833,5,因為 他 早已 消失 了 寶貝,他 早就 走 了 寶貝
0.75,6,把 咖啡 放下 我們 會 喝 了 它,放著 我們 會 喝
1.0,2,就是 這樣,就 這樣
1.0,5,我 是 守信用 的 人,我 說話算話
1.0,5,你 還清 了 寶貝,我們 互不 相欠 了 寶貝
1.25,5,就是 這樣 是 的,就 這樣 當然
1.0,7,你 還清 了 該 去 慶祝,你債 都 還清 了 好好 慶祝 一下
1.0,3,是 的 當然,那 當然
0.571,4,哦 對 了 在 你 瘋狂 之前,對 了 在 你 去 狂歡 之前
1.8,9,你 必須 毀滅 那輛車,先 處理 掉 這輛 車子
1.333,4,安全 駕駛 寶貝,小心 開車 寶貝
0.333,1,二十四 小時 營業,小時 營業
0.5,2,你 回來 了 當然,你 回來 了 沒錯
0.125,1,先生 你 將 是 我 最後 一位 客人,先生 你 是 我 最後 一位 客人
1.333,12,因為 我 將 在 三十秒 內 走出 那 扇門,我 在 秒 後 就要 下班 了
0.857,6,你 要 走 了 是 的 先生,妳 要 離開 了 是
1.0,10,我 可以 跟你走 嗎 你 沒 工作 嗎,能 跟 妳 一起 走 嗎 你 不用 工作 嗎
1.286,9,我 沒有 我 的 工作 已 完成,不用 工作 結束 了
0.75,6,你 看來 很 開心 是 的,你 好像 很 開心 的 樣子 那 當然
2.0,6,我 不怪 你,可惡 應該 的
0.75,3,歡迎 你 跟 來,歡迎 你 跟我走
1.0,9,但是 我 不 知道 你 有 多 喜歡 洗衣店,只是 不 曉得 你 是否 喜歡 自助 洗衣店
1.4,7,我要 做 一些 雜務,我 有些 家事 要 做
