过奖了请坐,2
进屋里头坐,2
顿波去坐下,2
别坐地铁了,3
坐你的车去,3
坐船走一趟,3
当我们乘坐,3
明晚要坐船,3
至少坐四人,5
你去坐牢吧,9
你坐牢期間,9
你想坐牢吗,9
我不想坐牢,9
我们坐牢吧,9
所以我坐上1,0
他说我要坐15年牢,9
我已经坐了25年今天不坐了,0
曲目坐标证据,0
母舰坐标参数,0
不再坐在烛台,1
他坐在书桌旁,1
你不能坐前座,1
你不能坐这儿,1
你会坐立不安,1
你坐在前排嗎,1
你坐的太远了,1
你总是坐着的,1
你要我坐后座,1
别坐我的椅子,1
只是坐在哪里,1
只是坐在这儿,1
坐同一张桌子,1
坐在观众面前,1
坐着他的椅子,1
她坐在我旁邊,1
就只是坐在那,1
就坐在你眼前,1
我们坐在这里,1
我会把你坐扁,1
我可以坐这吗,1
我坐前面来吧,1
我坐在公园里,1
我坐在法庭上,1
我妈妈坐在我,1
我就坐在这里,1
我就坐在那里,1
我独自坐在话,1
我能坐中间吗,1
我能坐前座吗,1
我要坐在這裏,1
本威克坐一起,1
狗坐在了窗边,1
独自坐在一起,1
独自坐在那里,1
矮胖子牆上坐,1
不能坐下来说,2
你们坐在这里,2
你可能想坐下,2
你坐下继续吃,2
你想坐下来吗,2
你能坐下来吗,2
先生请你坐下,2
在里面坐好了,2
坐上去就是了,2
坐下吃点东西,2
坐下接电话吧,2
坐下来与他们,2
坐下来亲爱的,2
坐我的轮椅吧,2
坐起来怎么样,2
塞尔医生请坐,2
大家围坐取暖,2
好极了请坐下,2
我们坐下好吗,2
我们坐那里吧,2
我们还是坐下,2
我坐下还啜泣,2
我必须坐下来,2
我要你坐那边,2
所有人都坐下,2
莱彭先生请坐,2
让它坐前面吧,2
请在那边坐下,2
你不坐电梯吗,3
你坐的头等舱,3
咱们得坐车啊,3
坐过飞机没有,3
安妮坐经济舱,3
我不喜歡坐船,3
我可以坐出租,3
我坐前面那辆,3
我坐地铁就行,3
步行或坐划艇,3
两个人坐的车,5
然后坐等警察,6
下次就得坐牢,9
不然就得坐牢,9
他坐牢剛出來,9
你不是在坐牢,9
你准备坐牢吧,9
你可能要坐牢,9
可能要坐牢啊,9
送我去坐牢吗,9
你要进来坐坐吗,0
在坐的每一位中,0
坐个社交冷板凳,0
两个人坐着车上,1
他只是坐在那里,1
他坐在我位子上,1
你不能坐在这里,1
你想坐我旁边吗,1
别坐那儿地上湿,1
和我们坐在一起,1
坐在你脸上的人,1
坐在后面不显眼,1
坐在我办公室里,1
坐好脚踩上镫子,1
布莱恩就坐这儿,1
干嘛坐着不开灯,1
我再坐坐喘口气,1
我正在坐在上面,1
明明是围坐服丧,1
示威静坐而被捕,1
贝尔正如坐针毡,1
还坐在那里干嘛,1
但还好有我坐镇,10
坐在你的王座上,10
介意我坐在這嗎,2
你坐下我去我去,2
你就坐上那桌子,2
你干嘛不坐下呢,2
你要不要进来坐,2
你马上给我坐下,2
别管了快过来坐,2
去那儿坐会儿吧,2
只要坐下就好了,2
坐下来与你今晚,2
坐起来又死不了,2
如果你想坐起来,2
安静大家坐下来,2
开始做仰卧起坐,2
我们可以坐下吗,2
我们坐下吃东西,2
我们要求你坐下,2
我去找个地方坐,2
我可以坐下来吗,2
我可以坐这儿吗,2
或者我们坐下等,2
朱丽斯比利坐下,2
請大家坐下好嗎,2
讓她坐在妳腿上,2
讓我們坐下談吧,2
请坐多诺万先生,2
请大家回座坐好,2
请进克莱夫坐下,2
一起坐船去好吗,3
他坚持不坐飞机,3
他说他坐车过来,3
你也去坐地铁的,3
你坐公交来的吗,3
你坐哪辆车回家,3
你坐头等舱的吧,3
先坐飞机到昆明,3
去坐别人的车吧,3
坐帆船出海一周,3
坐船到了新加坡,3
好的请小心乘坐,3
如果坐飞机的话,3
我他妈坐过了站,3
我们一起坐船去,3
我们坐公共汽车,3
我坐地铁就好了,3
我坐飛機會緊張,3
我有点怕坐飞机,3
我要你马上坐船,3
不想看着你坐牢,9
你怎么会坐牢的,9
你有没有坐过牢,9
你要送他去坐牢,9
坐牢不是被感化,9
我值得坐那个牢,9
我只要坐两年牢,9
我才不回去坐牢,9
有两个人坐过牢,9
你简直是坐拥金山,10
去帮我把位子坐热,0
所以你想来坐坐吗,0
不要坐到我的帽子,1
他会坐在门廊那儿,1
他大概还坐在那儿,1
但我能再坐一下吗,1
但是我必须坐在这,1
但是我必须坐在这,1
可以坐在你腿上吗,1
坐什么主人的位子,1
坐在位子上不要動,1
坐在马桶上看报纸,1
坐而言不如起而行,1
坐而言不如起而行,1
她根本不可能坐在,1
如果你再坐在那里,1
如果我们都坐在这,1
它喜欢坐在椅子上,1
布什坐在办公室里,1
希望你赏光一起坐,1
我不坐在你旁边吗,1
我们不坐在一起吗,1
我们就一直坐这儿,1
我们悠閒坐著喝酒,1
我們可以坐外面吃,1
我刚才坐哦在这呢,1
我在那里坐了很久,1
我大概就坐在後面,1
我好像坐到什么了,1
我应该陪她坐后面,1
我才坐在这裡一下,1
我是说他坐着尿尿,1
我没坐到排档杆吧,1
我要坐有窗的位子,1
所以我坐在椅子上,1
找个地方先坐会吧,1
爸爸我靠着墙坐呢,1
老人家應該坐搖椅,1
而我只是坐在那里,1
这是给老巫婆坐的,1
你们坐回你们的车,2
你们怎么不坐过来,2
哦没事的快来坐下,2
坐下给我好好祈祷,2
坐到那把椅子上去,2
妳就坐下來放鬆點,2
就去坐到坐便器上,2
快坐下來一會兒吧,2
想在椅子上坐会吗,2
我可以坐下说话吗,2
我很累我想坐下来,2
我想要坐在他臉上,2
我还是坐下来好了,2
有空歡迎隨時來坐,2
然后我们好坐下来,2
瓦迪阿森登你坐下,2
请你先坐下来好吗,2
请坐下系好安全带,2
请坐下系好安全带,2
随便坐吧你姓什么,2
不应该坐在头等舱,3
但是我怕坐不到车,3
坐经济舱不加空间,3
家人坐那辆林肯车,3
我们乘坐不同班机,3
我们会在德国坐船,3
我们坐船去功夫岛,3
我们要坐的是大船,3
我們可以坐計程車,3
我喜欢坐帽子旅行,3
跟你坐同一班飞机,3
有点像是静坐冥想,7
他坐过一阵子牢吗,9
去坐牢对你是好的,9
我们两个都要坐牢,9
我们这是在坐牢吗,9
来减少坐牢时间吗,9
求你了我不能坐牢,9
要坐五到十年大牢,9
我准备坐下了法官,2
一有空到我家坐坐吧,0
为导弹攻击提供坐标,0
你们也去她家坐坐吗,0
就可以坐着屋顶划走,0
一个人独自坐在角落,1
不要感冒了晚上坐在,1
为什么你坐着不飞呢,1
他高高在上地坐在那,1
你在这儿坐了多久了,1
你想进来坐一会儿吗,1
你挨着我坐吧亲爱的,1
你能不能坐我的位子,1
因为他看到青蛙独坐,1
因为你坐在我的腿上,1
坐好别动我马上就来,1
她坐在最上面的后排,1
布朗恩小姐坐我旁边,1
当时我们坐在炉火旁,1
我一定是坐着睡着了,1
我们坐在可罗瓦奶吧,1
我们要坐靠窗的位子,1
我依然坐在图书馆里,1
我可以和你坐一桌吗,1
我坐在巴士上的时候,1
我要坐有窗子的位置,1
旁边还坐着一个家伙,1
短裤你坐的是我的床,1
而不是坐在驾驶室里,1
都坐湖人队边场座位,1
乖乖地坐回到椅子去,2
乖乖的给我坐在这儿,2
你坐在这里就可以了,2
坐下你父亲受伤了么,2
妳坐下應該比較舒服,2
怎么能让你去坐在那,2
我们可以坐下来聊聊,2
我们能找个地方坐下,2
我让他坐在鼓架后头,2
我都坐上你的大卡车,2
没关系一切都好坐下,2
然后坐下来慢慢欣赏,2
训练的够累了坐下吧,2
一起坐巴士去洛杉矶,3
他派我坐马车来接你,3
叫她坐坐雪橇就行了,3
坐一晚火车或者汽车,3
如果我们只是坐地铁,3
当我去坐火车的时候,3
我们坐的是同一辆车,3
我想我们应该坐火车,3
我本来预算坐计程车,3
我还真没坐过警车呢,3
要坐一趟短途出租车,3
要帮她出钱坐头等舱,3
那麼坐船是怎麼回事,3
我一个人去坐摩天轮,4
只是坐以待毙的等待,6
我不能坐视杀戮发生,6
我不能坐牢我不能你,9
我们可能为此坐牢的,9
我要他健康地去坐牢,9
要是不能你就要坐牢,9
还没坐牢你就会被宰,9
我们可以坐到地下第8层,3
别把胎儿扔在坐便器里,0
不可以坐在主人的椅子,1
不好意思我们再坐一圈,1
不过我喜欢坐在餐桌上,1
他们在室内是坐不久的,1
他在那兒傻坐了一小時,1
你乖乖坐着我马上过去,1
你们为什么坐在头盔上,1
你就坐在那边的咖啡座,1
你怎么坐在我家台阶上,1
你每年合影都坐最中间,1
你现在就坐在钱堆上面,1
别坐在那里这样看着我,1
她却坐在这和你在一起,1
她坐在这里和我们聊天,1
它会坐在那温柔地叫唤,1
安娜下次你坐中間好嗎,1
就不用整天枯坐在这了,1
就在你坐着的这间房间,1
很好很好你还坐着干嘛,1
我不能就傻坐在病房里,1
我们先坐着等你的通知,1
我在门口坐了两天两夜,1
我想和我先生坐在一起,1
我父亲曾让我坐在这里,1
所以我们只能坐在这儿,1
每个早上我们坐在桌边,1
當我坐下看巴克表演時,1
那个是我通常坐的位置,1
那我坐在这里能干什么,1
里奇只会坐在办公室里,1
你能坐下来一起读书吗,2
你需要坐下來休息一下,2
坐在这儿能看得更清楚,2
好了好了坐下来坐下吧,2
是我父亲让我们坐下来,2
欢迎坐到成年人的桌上,2
每個人都坐下了突然的,2
没事的马上就好了坐下,2
过来坐下我想和你谈谈,2
那我还不如就这么坐着,2
什么你让我爸坐摩托车,3
你是要坐早班的火车吗,3
好像他自己坐车回家了,3
妈妈说我们要坐火车去,3
感谢大家乘坐本次航班,3
我可以带点坐地铁回家,3
我想晚点坐车先送送你,3
然后坐摩的去火车站呗,3
然后我们坐飞机去孟买,3
谁都可以骑马或坐火车,3
那你哪来的钱坐头等舱,3
他们有咖啡和坐的地方,5
到时候我就坐等收钱了,5
你认为他们会坐以待毙,6
我们不能在这坐着干等,6
他上个月天天都在坐牢,9
他因为持械抢劫而坐牢,9
你的谎言害我坐三年牢,9
我因为持械抢劫坐过牢,9
爸爸坐牢跟我没有关系,9
胖子觉得你坐牢坐坏了,9
这使坐礼拜再方便不过了,0
也许会有个女人坐在这里,1
事實上坐在前排的這兩個,1
他也没有其他的地方坐了,1
他們衣冠齊整圍坐在一起,1
他独坐时常常会陷入沉思,1
你介意过来坐副驾驶座吗,1
听着我会坐一起你想要的,1
坐輪椅的人不適合蹲土窯,1
小綿羊坐在火堆旁突然的,1
小运动员别只是干坐在那,1
我不想坐在很后面的位置,1
我们坐在公交车最后一排,1
我们已经在最后排坐着了,1
我们根本不可能坐在一起,1
我們停下來待在這裡坐著,1
我像个蠢驴一样坐在那里,1
我坐在你们舒服的沙发上,1
我坐在崗哨裏看到電視上,1
我应该坐在这个椅子里的,1
我想到她的房间坐一会儿,1
我曾有幸和麦克尔斯共坐,1
我的遗愿就是坐着被埋葬,1
我第一名所以我坐你旁边,1
所以我不能与你坐在这里,1
抱着希望坐在那是没用的,1
昨晚你明知我坐在新坟上,1
最后一排是八年级生坐的,1
独坐在房里有什么好处呢,1
独坐在房里有什么好处呢,1
经过了六天的静坐罢工后,1
肯定有很多人如坐针毡了,1
今天不会你可以坐下了吗,2
他有机会为自己辩护请坐,2
你给我坐在旁边反省一下,2
你能不能等我坐下再开车,2
咱俩很少坐下来好好聊天,2
因為我希望能坐在走道邊,2
坐这儿等一下我马上回来,2
好吧坐下吧我们刚开始吃,2
干嘛不进来坐呢没骗你吧,2
我能否和我坐下来开个会,2
真正的坐下来把问题解决,2
也许戴夫会坐着热气球来,3
也许戴夫会坐着热气球来,3
你不会想坐那小出租车的,3
你坐南面的電梯去地鐵站,3
再坐一天的长途车到蒙自,3
再派人带他们坐客机逃出,3
我坐明天第一班火车回来,3
我坐火车回镇上取些马来,3
我跟你一起坐车过来的啊,3
有钱坐汽车没钱给小孩吗,3
坐了快有四分之三的人了,5
不用和酒神坐豹拉的车驾,9
我们大家离坐牢就不远了,9
泄露机密资料会去坐牢的,9
你坐在空调间里说的倒轻巧,1
你还是乖乖坐在车内保暖吧,1
光是坐在这里等也不是办法,1
只知道带枪坐在他的牢房里,1
可以让它和我们一起坐前面,1
坐在这里让我觉得很不舒服,1
坐查克位子的人会成为市长,1
大概是十年前有一天我坐在,1
总能坐在机翼的安全出口处,1
我们会坐在这温暖的火炉前,1
我偷看坐我隔壁男生的灵魂,1
我又没开车而且我坐在后面,1
我坐在这等着他给我打电话,1
我提前答完卷就坐在那里想,1
我送你们出去平台坐好不好,1
於是我坐在夜總會裏數鈔票,1
有个陌生的家伙坐在沙发上,1
他們在桌旁落坐後開始點菜,2
他就让我坐到成年人的桌上,2
出去坐到那个俄罗斯人边上,2
大家面对面坐下来这种方式,2
我也不知道金洁就这么坐了,2
我明白了也許我們該坐下談,2
過來和我一起坐吧給你凳子,2
我要是能坐火箭上天就好啦,3
我连电梯都不愿和他一起坐,3
要是你们坐明天的火车逃走,3
他會害得你被殺或是再坐牢,9
要不是我你现在已经坐牢了,9
要是你没走爸爸就不会坐牢,9
在屋里我还要坐多久这个东西,0
帶來一個燃著蠟燭的九坐燭台,0
我只是个一架单坐战机飞行员,0
我猜他曾经冒犯过在坐所有人,0
你不是常说我老是坐在办公室,1
你不能老是坐在那里无所事事,1
你现在就只要整日坐在壁炉前,1
即使是网路男友就坐在你身边,1
告訴你們的駕駛員坐在駕駛艙,1
坐在这儿会把你的西装弄脏的,1
坐直了别忘了你是尊贵的公主,1
好多人我能不能坐在你的旁边,1
就是在我家外停辆车坐在里面,1
巴克利认识到了他身边坐着的,1
干嘛不坐这儿我的白人小兄弟,1
我不能坐在法官和陪审团面前,1
我们坐到孩子们的餐桌上了吗,1
我们收到邀请坐在船长那一桌,1
我想到的就只有你坐在马桶上,1
我愿和你一辈子坐在那小车上,1
所以我坐在走道邊邊會比較好,1
新来的坐到珍妮丝的位置上了,1
没有道理不安排坐在一起的嘛,1
然后坐在旁边等着看谁来敲门,1
谢谢你坐我身边告诉我怎么开,1
还以为可一起坐在廊下剥玉米,1
难道你不喜欢和我们坐到一起,1
可以的话坐下来好好享受人生,2
回来就好快坐在火炉前暖一下,2
宾客们在芝维瑞的椅子中就坐,2
本你坐进去强尼你跟着我们飞,2
但是旅行的最好办法是坐帽子,3
但西奧賽斯古這軟腳蟹坐飛機,3
然后我们会送你坐火车回来的,3
你不想坐视别的娃娃没人理吧,6
你真的认为黑道杀手不该坐牢,9
我坐牢时他们让我在厨房干活,9
在门口的引坐员轻蔑的看着我们,0
要不去我办公室坐坐吧不谢谢你,0
负责所有科考飞行这是我的坐骑,0
为了尽量不让你分心我坐在那里,1
但回首在弗林特静坐罢工的日子,1
只能坐着电动轮椅靠养老金过活,1
坐在这儿恐怕你得按照我说的做,1
我不会让你现在坐在我的沙发上,1
没什么他们就让我坐着没人进来,1
你现在坐着吗听起来会有点恐怖,2
你與她們坐下談判你帶來了和平,2
在某人看到我坐进这个破车之前,2
我可以坐回去玩愤怒的小鸟了么,2
拿著我的鑰匙然後坐到我的車裡,2
过来坐在藏书室的火炉边休息下,2
这个人坐上吉普车挡风玻璃摇下,2
很好让他坐最快的班机给我送来,3
我一直觉得坐那么久的车不值得,3
我坐过的船只有史坦顿岛的渡轮,3
我狠火车提醒我再也别坐火车了,3
而不是坐著噴氣式飛機環游地球,3
我一无所有了你还拿坐牢吓唬我,9
最优秀的人是否每次总能坐进白宫,10
我们将邀请三位前蜂后坐客本节目,0
我接到命令去弄清楚母舰坐标参数,0
但我只知道你现在好好的坐在这儿,1
但是坐在南希和乔治边上也很奇怪,1
你无所适从你只是一个人坐在那儿,1
她们找一帮朋友整夜坐那嘲笑男人,1
我会确保你们坐在教堂最好的位置,1
我的好点子都是坐在沙发想出来的,1
是的我就坐他旁边特莱吉奥的旁边,1
是的这是一个很好的老式静坐罢工,1
谢谢你没有问我为什么要这么坐着,1
这使人对坐而听着彼此悲叹的世界,1
那样的人绝对会喜欢坐在最前面的,1
静坐罢工已经受到了政治家的关注,1
我孩子的学校是否坐落在废煤矿上,11
坐下吧你一直在忙著服侍跟所有人,2
拿著我的車鑰匙然後坐進我的車裡,2
坐大概六个街区就可以到达天堂区,3
如果我坐汽车去的话我要明天才到,3
我们俩上一次一起坐车是什么时候,3
我们不能坐视不管这是我们的责任,5
也不愿意跟随德米尔一起坐着等死,6
我不会眼看着事态严峻却坐以待毙,6
我也知道他可能伤害过在坐每一个人,0
坐我旁边的是一个有心理问题的男人,1
巴克利手拿着便签板坐在他的椅子上,1
搜那个黄桶她正坐在上面里面有什么,1
我的特大号床是否坐落在废弃煤矿上,11
一到家我就准备端杯酒坐到洗碗机上,2
总是这样比如坐起来靠着墙壁或东西,2
让你一天坐下来后也能活动活动筋骨,2
這樣吧我們把你的人帶來你上船坐好,2
那我们就坐在教堂内第二好的位置上,2
你知道我不喜欢你带着孩子去坐火车,3
两小时前他还因非法持有枪械在坐牢,9
里奇让我们陷入的困境比坐牢还糟糕,9
你们谈话的时候我不想在树下坐着等你,1
如果不管他们他们会像这样坐上一整天,1
你能快点抽完你那破烟然后过来坐下吗,2
好啦坐下吧我一次带你们其中一个进去,2
我的意思是如果你没钱那坐头等舱的话,3
然後你可以乘坐最早的航班離開蒙巴薩,3
他在走向我所坐的位置的过道里爆了粗口,1
你在那里坐着给没谁写信已经有一会儿了,1
你能整天坐在布朗先生对面使我惊讶不已,1
整个委员会面对面坐在一起这还是第一次,1
这是曾在这个更衣室里坐过的最差的球队,1
你坐城铁去我们在路上指给你看过车站了,3
我们大可以坐在这里等这块大石头撞上来,6
你只是在外面的街上坐在你的车上在干什么,1
我们来假装我们坐在巴黎岸边的艺术吧里面,1
纸有点脏是因为我开车时一屁股坐在了上面,1
还真是不要随便坐在妈妈和儿子中间比较好,1
他好像需要透透气他看起来有点坐立不安了,2
我就坐到那个房间里然后把我的想法说出来,2
我是一个在最近这些日子害怕去坐公共汽车,3
我没看到有人推她不过当时她坐在下面楼梯上,1
要走路送到坎顿城是不可能的你得坐马车才行,3
做多少仰卧起坐都没用而针对性减肥十足的谎言,2
当我们坐下开始吃的时候周围出现了奇怪的气氛,2
我不想那成为我们最后一次通话因为我坐在这想着,1
就算是马戏团的狮子也会因为怕鞭打而学会坐在椅子上,1
